date,channel,device,sessions,users,pageviews,bounce_rate,avg_session_duration,conversions,revenue,marketing_cost
2026-11-21,Social Media,Mobile,292,249,699,0.552,140.0,3.0,2197.44,858.2
2026-02-14,Organic Search,Tablet,212,178,715,0.483,165.0,5.0,4390.91,0.0
2026-02-28,Organic Search,Tablet,297,262,810,0.368,125.0,4.0,3684.78,0.0
2026-08-24,Organic Search,Mobile,677,574,1704,0.378,139.0,23.0,20027.46,0.0
2026-07-09,Social Media,Desktop,447,388,1149,0.531,204.0,9.0,5138.61,1390.45
2026-09-02,Email,Mobile,306,246,951,0.384,90.0,20.0,20481.66,344.0
2026-12-23,Email,Tablet,116,98,334,0.278,167.0,4.0,2709.4,147.19
2026-04-20,Email,Desktop,238,203,574,0.334,180.0,15.0,13134.76,266.88
2026-03-22,Social Media,Desktop,325,286,776,0.518,216.0,6.0,3823.49,908.93
2026-06-12,Organic Search,Mobile,717,638,1946,0.375,134.0,22.0,17597.14,0.0
2026-04-11,Social Media,Mobile,267,242,630,0.565,131.0,5.0,2852.56,780.68
2026-09-26,Social Media,Tablet,60,47,135,0.503,112.0,0.0,0.0,212.11
2026-09-21,Paid Search,Mobile,536,466,1537,0.493,90.0,10.0,6846.03,5006.97
2026-01-30,Social Media,Tablet,52,44,148,0.488,100.0,1.0,862.01,158.93
2026-08-25,Referral,Mobile,228,189,644,0.451,85.0,4.0,3220.3,433.69
2026-12-31,Email,Tablet,138,122,414,0.36,183.0,7.0,5130.2,146.14
2026-08-26,Organic Search,Desktop,648,516,1618,0.303,188.0,21.0,16523.29,0.0
2026-12-13,Direct,Desktop,218,173,676,0.353,182.0,13.0,10643.24,0.0
2026-10-25,Referral,Tablet,74,58,236,0.433,119.0,0.0,0.0,139.33
2026-02-09,Social Media,Tablet,129,102,380,0.528,166.0,1.0,601.51,360.79
2026-02-28,Paid Search,Tablet,131,102,417,0.422,177.0,4.0,3386.56,1136.65
2026-06-08,Direct,Tablet,189,156,422,0.435,116.0,6.0,6349.13,0.0
2026-08-07,Email,Desktop,252,222,707,0.213,139.0,16.0,14955.97,332.42
2026-07-26,Direct,Desktop,299,261,755,0.373,182.0,14.0,14829.45,0.0
2026-11-03,Referral,Desktop,223,185,623,0.409,243.0,4.0,3037.56,430.93
2026-09-20,Email,Desktop,179,158,382,0.294,157.0,11.0,10151.43,192.72
2026-01-20,Paid Search,Tablet,186,146,397,0.375,152.0,6.0,4021.45,1781.78
2026-08-10,Direct,Tablet,84,75,185,0.337,190.0,2.0,2393.74,0.0
2026-08-03,Direct,Tablet,157,126,428,0.297,163.0,11.0,9766.87,0.0
2026-05-31,Referral,Desktop,126,105,296,0.416,180.0,3.0,2078.98,248.31
2026-10-06,Paid Search,Tablet,136,110,312,0.426,139.0,4.0,2798.47,1228.22
2026-02-20,Social Media,Mobile,474,399,1250,0.585,126.0,6.0,4102.86,1507.27
2026-05-20,Referral,Tablet,77,68,214,0.36,172.0,0.0,0.0,139.69
2026-11-05,Referral,Tablet,20,15,46,0.411,91.0,0.0,0.0,31.63
2026-12-15,Referral,Desktop,188,152,525,0.454,181.0,4.0,3983.91,370.67
2026-10-04,Referral,Tablet,84,75,251,0.348,156.0,3.0,2675.89,134.68
2026-07-05,Referral,Tablet,64,57,213,0.445,135.0,3.0,2188.57,109.47
2026-05-08,Organic Search,Tablet,256,212,569,0.41,148.0,8.0,6638.91,0.0
2026-02-21,Social Media,Tablet,145,124,426,0.547,138.0,3.0,2294.02,465.74
2026-10-04,Email,Desktop,177,139,445,0.298,156.0,13.0,13260.15,229.44
2026-12-09,Organic Search,Mobile,561,446,1868,0.415,155.0,9.0,7387.56,0.0
2026-01-01,Referral,Desktop,224,193,496,0.407,190.0,6.0,5061.07,360.2
2026-11-26,Direct,Tablet,102,86,249,0.315,132.0,9.0,8918.55,0.0
2026-01-18,Email,Desktop,246,207,738,0.222,171.0,16.0,15604.92,274.16
2026-11-22,Paid Search,Desktop,349,309,799,0.441,215.0,11.0,9364.09,3183.1
2026-09-16,Direct,Mobile,408,356,959,0.39,107.0,15.0,17448.56,0.0
2026-07-01,Organic Search,Desktop,692,622,1762,0.386,183.0,30.0,23364.86,0.0
2026-09-12,Organic Search,Tablet,54,48,163,0.355,146.0,2.0,1876.96,0.0
2026-09-06,Social Media,Tablet,113,93,242,0.53,134.0,3.0,2023.22,321.24
2026-12-22,Referral,Tablet,20,16,62,0.408,158.0,0.0,0.0,38.54
2026-09-21,Referral,Mobile,244,203,628,0.524,145.0,6.0,3877.62,455.45
2026-12-16,Paid Search,Mobile,436,367,928,0.545,124.0,5.0,2487.4,3498.1
2026-10-31,Organic Search,Desktop,423,370,1315,0.395,188.0,17.0,15237.97,0.0
2026-04-30,Organic Search,Desktop,641,552,1479,0.436,185.0,19.0,16667.27,0.0
2026-11-07,Social Media,Desktop,246,199,666,0.528,206.0,3.0,1996.1,889.13
2026-12-21,Direct,Desktop,266,226,612,0.36,180.0,12.0,10554.68,0.0
2026-10-31,Referral,Mobile,201,181,652,0.402,115.0,5.0,3994.17,396.19
2026-06-08,Referral,Desktop,195,159,628,0.398,145.0,6.0,4691.57,335.3
2026-10-01,Email,Desktop,180,151,379,0.301,184.0,12.0,12841.87,186.11
2026-09-27,Social Media,Tablet,142,123,386,0.584,128.0,2.0,1392.61,506.88
2026-12-13,Referral,Tablet,82,72,277,0.428,123.0,3.0,2352.9,145.66
2026-11-09,Paid Search,Tablet,210,167,692,0.498,123.0,2.0,1496.55,1751.24
2026-08-14,Direct,Mobile,389,347,828,0.371,156.0,14.0,13421.16,0.0
2026-03-29,Direct,Tablet,41,35,115,0.435,133.0,2.0,2012.03,0.0
2026-02-27,Social Media,Desktop,309,263,1073,0.563,184.0,5.0,2568.97,965.64
2026-11-23,Social Media,Desktop,314,250,833,0.519,221.0,5.0,3420.83,1146.18
2026-12-17,Direct,Tablet,20,16,50,0.244,154.0,0.0,0.0,0.0
2026-07-06,Social Media,Mobile,557,497,1368,0.599,123.0,10.0,6089.39,2035.93
2026-09-12,Direct,Tablet,87,76,212,0.333,180.0,1.0,995.48,0.0
2026-02-26,Organic Search,Tablet,182,150,487,0.324,135.0,7.0,7378.35,0.0
2026-10-01,Paid Search,Desktop,430,378,1191,0.472,161.0,11.0,7856.17,4038.92
2026-05-14,Direct,Desktop,383,346,1169,0.413,180.0,20.0,18161.53,0.0
2026-02-08,Social Media,Mobile,366,308,1041,0.597,117.0,9.0,6276.3,1191.07
2026-11-17,Organic Search,Tablet,229,198,745,0.333,128.0,11.0,8069.38,0.0
2026-12-25,Email,Tablet,158,132,547,0.283,159.0,15.0,13457.0,196.52
2026-05-21,Direct,Tablet,80,65,189,0.339,179.0,2.0,2671.27,0.0
2026-02-06,Paid Search,Mobile,465,422,1222,0.421,165.0,15.0,10492.24,3723.81
2026-01-02,Referral,Desktop,141,110,330,0.378,196.0,5.0,3877.71,239.94
2026-06-10,Social Media,Desktop,417,377,917,0.583,160.0,5.0,3677.94,1138.71
2026-01-03,Social Media,Tablet,20,18,45,0.457,186.0,0.0,0.0,69.27
2026-06-13,Paid Search,Tablet,147,117,440,0.4,150.0,5.0,4103.28,1140.44
2026-07-23,Organic Search,Tablet,152,129,524,0.44,187.0,5.0,4865.2,0.0
2026-02-23,Email,Mobile,298,253,758,0.342,117.0,22.0,16182.11,373.5
2026-12-19,Direct,Tablet,101,81,339,0.317,203.0,1.0,900.59,0.0
2026-10-14,Paid Search,Tablet,126,105,366,0.441,132.0,5.0,3973.47,990.17
2026-06-16,Paid Search,Mobile,629,536,1743,0.428,132.0,23.0,20815.68,5805.9
2026-09-10,Email,Mobile,302,259,688,0.318,154.0,15.0,10375.6,358.96
2026-05-22,Direct,Desktop,314,249,727,0.33,166.0,27.0,31754.96,0.0
2026-11-06,Email,Tablet,121,98,406,0.238,111.0,1.0,1022.65,134.82
2026-09-29,Social Media,Desktop,352,302,833,0.558,145.0,8.0,5174.57,1233.9
2026-10-19,Paid Search,Mobile,491,412,1696,0.431,132.0,12.0,10233.29,3574.0
2026-04-20,Paid Search,Desktop,462,409,970,0.415,171.0,13.0,11588.51,4448.83
2026-06-23,Organic Search,Tablet,259,206,576,0.307,156.0,9.0,9104.35,0.0
2026-01-04,Email,Desktop,214,171,543,0.237,176.0,15.0,11557.41,246.96
2026-02-28,Organic Search,Desktop,497,447,1499,0.391,146.0,19.0,16063.05,0.0
2026-11-12,Organic Search,Desktop,586,492,1869,0.437,159.0,14.0,9835.75,0.0
2026-06-01,Direct,Tablet,105,93,296,0.365,143.0,6.0,6796.79,0.0
2026-01-13,Email,Tablet,20,15,57,0.304,135.0,0.0,0.0,22.75
2026-11-04,Social Media,Desktop,318,282,1106,0.578,192.0,8.0,6429.0,1154.61
2026-10-31,Social Media,Mobile,328,282,882,0.554,148.0,6.0,2743.28,997.68
2026-02-23,Referral,Desktop,213,173,683,0.437,238.0,8.0,7067.07,396.38
2026-12-17,Referral,Desktop,207,164,719,0.386,176.0,3.0,2307.0,400.52
2026-04-30,Email,Tablet,123,103,261,0.375,159.0,4.0,3891.19,133.4
2026-03-26,Organic Search,Tablet,252,199,573,0.386,155.0,4.0,3569.95,0.0
2026-12-12,Referral,Desktop,111,91,341,0.41,168.0,4.0,3010.5,195.67
2026-06-23,Direct,Desktop,335,293,950,0.367,211.0,10.0,10818.07,0.0
2026-10-23,Organic Search,Desktop,534,424,1140,0.369,138.0,9.0,6863.7,0.0
2026-04-23,Social Media,Desktop,351,288,755,0.512,184.0,6.0,3603.79,1079.1
2026-08-30,Referral,Tablet,20,18,50,0.428,144.0,0.0,0.0,40.4
2026-09-23,Referral,Tablet,20,16,45,0.331,111.0,1.0,699.43,32.43
2026-04-03,Organic Search,Mobile,729,590,2283,0.402,96.0,19.0,16073.86,0.0
2026-03-08,Paid Search,Mobile,386,309,1174,0.433,100.0,9.0,6405.31,3705.4
2026-10-03,Social Media,Mobile,317,287,972,0.536,114.0,3.0,2456.15,1148.14
2026-10-07,Paid Search,Tablet,139,115,478,0.394,168.0,5.0,4251.04,1172.34
2026-05-10,Social Media,Desktop,324,281,870,0.494,152.0,5.0,3577.82,1149.88
2026-08-24,Social Media,Mobile,460,383,1465,0.529,77.0,6.0,3482.46,1537.65
2026-11-17,Social Media,Tablet,127,112,312,0.576,142.0,0.0,0.0,433.97
2026-09-08,Email,Mobile,289,252,636,0.392,98.0,17.0,16773.85,352.73
2026-10-30,Organic Search,Desktop,444,368,1265,0.451,212.0,15.0,15270.87,0.0
2026-07-06,Organic Search,Mobile,794,653,2067,0.367,108.0,21.0,18729.08,0.0
2026-03-16,Social Media,Tablet,151,127,412,0.544,177.0,4.0,2688.65,450.29
2026-10-14,Paid Search,Mobile,537,437,1752,0.494,153.0,19.0,13219.02,4410.24
2026-07-05,Paid Search,Mobile,491,425,1564,0.546,82.0,16.0,14626.31,3983.34
2026-09-26,Paid Search,Desktop,259,214,765,0.406,165.0,8.0,6622.03,2323.66
2026-07-08,Referral,Mobile,224,187,654,0.528,118.0,6.0,5675.67,401.59
2026-03-30,Email,Desktop,336,301,918,0.367,157.0,16.0,11294.0,418.3
2026-02-05,Email,Tablet,69,61,239,0.299,180.0,5.0,4807.71,76.77
2026-04-23,Paid Search,Mobile,549,499,1437,0.492,140.0,12.0,9410.31,4962.59
2026-07-10,Email,Desktop,250,226,670,0.356,170.0,18.0,19314.5,287.59
2026-01-17,Email,Desktop,144,116,414,0.323,215.0,12.0,12924.0,197.4
2026-01-17,Referral,Desktop,139,122,413,0.423,163.0,2.0,1578.15,252.26
2026-09-13,Social Media,Desktop,341,291,1108,0.465,198.0,8.0,6308.24,1220.83
2026-06-09,Direct,Tablet,116,98,315,0.325,152.0,7.0,7755.89,0.0
2026-07-28,Direct,Tablet,116,92,396,0.431,160.0,3.0,2663.91,0.0
2026-03-25,Direct,Mobile,301,249,737,0.376,131.0,9.0,8450.04,0.0
2026-10-09,Paid Search,Mobile,440,346,1160,0.448,145.0,13.0,8158.97,3416.75
2026-02-06,Social Media,Mobile,398,362,999,0.517,130.0,6.0,3899.06,1326.41
2026-10-24,Email,Tablet,117,91,286,0.252,136.0,6.0,5702.15,127.54
2026-12-04,Social Media,Tablet,103,81,309,0.514,131.0,1.0,765.52,324.2
2026-09-20,Referral,Tablet,56,50,194,0.446,144.0,2.0,1514.04,108.89
2026-01-14,Social Media,Desktop,313,277,1062,0.563,200.0,2.0,1423.82,1137.4
2026-02-13,Email,Desktop,276,242,934,0.304,206.0,13.0,10986.71,331.99
2026-02-26,Email,Mobile,285,227,889,0.401,163.0,11.0,9671.08,316.3
2026-11-04,Organic Search,Mobile,628,512,1706,0.423,157.0,28.0,24711.95,0.0
2026-02-24,Paid Search,Tablet,229,206,618,0.428,146.0,9.0,6237.12,2148.28
2026-08-30,Referral,Desktop,148,117,317,0.356,187.0,5.0,3553.15,268.29
2026-05-17,Referral,Mobile,135,112,471,0.407,144.0,2.0,1403.86,254.16
2026-09-02,Referral,Tablet,84,75,235,0.42,153.0,3.0,2015.31,136.96
2026-01-15,Paid Search,Tablet,156,125,476,0.48,125.0,3.0,2646.79,1265.88
2026-02-19,Email,Tablet,82,71,266,0.347,95.0,7.0,6727.39,106.87
2026-06-27,Referral,Tablet,35,27,109,0.365,113.0,1.0,753.22,57.33
2026-12-26,Email,Tablet,28,24,80,0.322,139.0,1.0,858.01,38.46
2026-10-15,Paid Search,Desktop,413,338,1177,0.409,163.0,7.0,4449.88,3462.47
2026-07-24,Social Media,Tablet,238,215,523,0.564,171.0,2.0,1292.07,811.75
2026-12-14,Social Media,Mobile,477,390,1001,0.554,122.0,4.0,2247.19,1575.11
2026-07-28,Direct,Mobile,410,369,1412,0.371,129.0,15.0,12905.84,0.0
2026-07-30,Organic Search,Mobile,683,573,2071,0.415,127.0,21.0,14167.57,0.0
2026-12-07,Email,Mobile,300,243,943,0.401,121.0,19.0,17526.23,352.79
2026-03-29,Direct,Desktop,321,255,722,0.362,180.0,15.0,14481.7,0.0
2026-04-12,Referral,Tablet,129,102,378,0.464,174.0,2.0,1327.06,239.99
2026-03-18,Social Media,Desktop,429,338,1474,0.549,113.0,6.0,2777.91,1492.25
2026-08-26,Paid Search,Mobile,535,485,1167,0.508,148.0,15.0,13915.14,3885.72
2026-04-28,Email,Tablet,46,36,113,0.273,156.0,1.0,1019.28,49.91
2026-10-13,Organic Search,Tablet,222,192,636,0.351,158.0,7.0,5480.05,0.0
2026-11-02,Organic Search,Desktop,517,427,1252,0.431,195.0,18.0,16186.01,0.0
2026-09-07,Social Media,Tablet,106,95,326,0.534,152.0,3.0,2147.99,338.6
2026-07-23,Direct,Desktop,398,348,890,0.339,187.0,22.0,18586.71,0.0
2026-10-25,Email,Mobile,257,211,693,0.315,99.0,17.0,17123.83,305.85
2026-12-06,Direct,Tablet,144,129,346,0.347,151.0,4.0,3742.53,0.0
2026-04-08,Organic Search,Mobile,621,504,1993,0.417,142.0,20.0,15612.1,0.0
2026-05-18,Paid Search,Tablet,127,112,360,0.39,142.0,2.0,1214.85,1240.07
2026-03-02,Direct,Desktop,274,242,802,0.327,139.0,11.0,10415.7,0.0
2026-01-07,Referral,Mobile,226,195,664,0.458,136.0,4.0,3131.79,428.53
2026-07-04,Social Media,Mobile,391,339,838,0.576,104.0,3.0,2306.59,1390.99
2026-07-18,Email,Desktop,245,211,699,0.326,208.0,16.0,15550.98,291.04
2026-08-04,Referral,Tablet,25,21,84,0.422,181.0,0.0,0.0,39.43
2026-11-23,Direct,Tablet,76,65,224,0.345,148.0,1.0,1062.13,0.0
2026-06-04,Paid Search,Desktop,593,472,1958,0.466,184.0,9.0,5202.61,5254.38
2026-09-22,Direct,Tablet,114,100,363,0.327,150.0,5.0,4569.0,0.0
2026-02-03,Paid Search,Mobile,484,426,1153,0.39,115.0,9.0,6406.97,4668.86
2026-01-05,Paid Search,Desktop,369,319,1275,0.391,191.0,13.0,8122.71,2704.55
2026-03-20,Paid Search,Desktop,482,420,1125,0.459,165.0,14.0,8908.8,4008.44
2026-10-28,Organic Search,Tablet,138,123,421,0.363,118.0,2.0,1612.5,0.0
2026-12-07,Organic Search,Tablet,217,192,567,0.389,126.0,7.0,6047.96,0.0
2026-11-10,Referral,Desktop,149,124,462,0.44,134.0,1.0,750.86,293.16
2026-09-15,Email,Desktop,300,247,798,0.288,188.0,22.0,18958.36,373.98
2026-01-09,Paid Search,Tablet,78,66,205,0.455,160.0,1.0,875.47,698.14
2026-01-26,Paid Search,Desktop,393,351,1002,0.512,196.0,7.0,7274.92,3010.8
2026-07-27,Paid Search,Tablet,86,71,215,0.481,121.0,1.0,902.81,686.39
2026-05-31,Social Media,Mobile,388,313,1065,0.544,75.0,7.0,4759.52,1294.84
2026-04-01,Direct,Desktop,345,287,913,0.343,177.0,20.0,21124.39,0.0
2026-02-14,Referral,Mobile,173,143,570,0.455,124.0,3.0,2204.03,297.64
2026-03-14,Organic Search,Mobile,588,516,1715,0.437,118.0,20.0,17883.48,0.0
2026-08-26,Paid Search,Tablet,170,153,423,0.369,143.0,7.0,5251.15,1591.81
2026-03-04,Paid Search,Desktop,470,395,1505,0.517,149.0,13.0,11495.32,4205.41
2026-02-15,Organic Search,Desktop,497,422,1492,0.335,168.0,18.0,16924.9,0.0
2026-03-04,Direct,Mobile,293,254,635,0.455,151.0,11.0,12266.48,0.0
2026-02-16,Social Media,Desktop,342,295,1116,0.571,207.0,6.0,4285.03,1121.65
2026-05-21,Organic Search,Mobile,841,722,1809,0.344,138.0,32.0,24014.08,0.0
2026-11-05,Direct,Desktop,297,256,793,0.35,169.0,12.0,11745.7,0.0
2026-12-16,Paid Search,Desktop,437,387,1077,0.414,219.0,13.0,12730.17,3641.18
2026-03-23,Email,Desktop,215,186,452,0.314,184.0,15.0,12793.9,223.06
2026-10-03,Email,Desktop,168,135,365,0.334,181.0,13.0,11582.11,207.7
2026-03-27,Direct,Tablet,121,102,393,0.339,182.0,5.0,4814.33,0.0
2026-11-17,Email,Mobile,320,282,888,0.365,124.0,15.0,16683.8,373.65
2026-04-17,Social Media,Tablet,195,154,573,0.579,188.0,2.0,1149.63,636.91
2026-04-20,Email,Tablet,73,59,224,0.272,177.0,4.0,3668.14,86.77
2026-09-12,Referral,Mobile,162,140,476,0.407,170.0,3.0,2481.69,312.69
2026-04-07,Organic Search,Tablet,301,257,931,0.401,125.0,5.0,5316.46,0.0
2026-02-27,Organic Search,Mobile,641,578,2124,0.359,156.0,19.0,17784.17,0.0
2026-05-28,Referral,Mobile,231,180,511,0.398,106.0,9.0,7476.7,402.58
2026-04-08,Email,Mobile,304,247,776,0.37,126.0,16.0,16861.09,311.57
2026-01-20,Social Media,Mobile,358,313,863,0.593,144.0,8.0,5661.37,1194.8
2026-04-15,Social Media,Mobile,440,392,1117,0.56,125.0,5.0,4396.75,1481.99
2026-02-06,Direct,Tablet,123,110,410,0.384,132.0,7.0,7435.56,0.0
2026-01-10,Email,Mobile,203,173,539,0.335,147.0,16.0,16099.2,220.9
2026-10-20,Social Media,Mobile,380,337,839,0.555,73.0,9.0,4728.17,1147.84
2026-08-24,Paid Search,Desktop,462,398,1066,0.411,151.0,14.0,11505.61,4277.1
2026-01-24,Social Media,Tablet,110,93,244,0.523,160.0,3.0,1708.28,358.08
2026-12-27,Direct,Tablet,37,33,112,0.366,187.0,2.0,2100.02,0.0
2026-02-18,Referral,Tablet,168,138,532,0.457,120.0,5.0,4522.13,347.69
2026-06-17,Social Media,Tablet,191,152,510,0.526,164.0,4.0,2144.26,642.08
2026-11-18,Social Media,Tablet,169,136,493,0.563,187.0,6.0,3589.51,590.17
2026-09-27,Organic Search,Tablet,106,91,328,0.312,157.0,5.0,3899.98,0.0
2026-07-25,Organic Search,Mobile,653,511,1599,0.44,120.0,17.0,11917.36,0.0
2026-03-20,Direct,Desktop,317,267,853,0.354,174.0,18.0,19623.21,0.0
2026-01-06,Direct,Desktop,241,205,639,0.365,217.0,11.0,10634.55,0.0
2026-10-18,Organic Search,Desktop,421,361,1082,0.424,171.0,13.0,10774.46,0.0
2026-11-18,Paid Search,Desktop,314,256,1000,0.489,179.0,10.0,7474.76,2916.24
2026-04-29,Organic Search,Desktop,628,511,1586,0.36,201.0,22.0,14153.19,0.0
2026-04-28,Social Media,Tablet,129,110,365,0.566,124.0,3.0,1871.43,452.95
2026-09-25,Social Media,Desktop,410,345,1125,0.49,239.0,12.0,8594.04,1454.71
2026-11-30,Referral,Mobile,154,131,404,0.436,91.0,5.0,3776.27,295.96
2026-12-10,Organic Search,Mobile,584,477,1497,0.393,93.0,18.0,14913.86,0.0
2026-09-26,Direct,Desktop,265,219,809,0.302,208.0,11.0,11949.87,0.0
2026-01-08,Email,Desktop,209,163,537,0.328,221.0,8.0,7202.49,221.89
2026-12-20,Organic Search,Tablet,134,109,462,0.402,166.0,4.0,3459.75,0.0
2026-07-02,Direct,Desktop,423,335,911,0.362,208.0,19.0,18298.03,0.0
2026-11-24,Referral,Tablet,84,70,211,0.417,139.0,1.0,600.41,146.47
2026-08-31,Email,Mobile,302,256,722,0.403,120.0,11.0,10888.57,356.88
2026-12-03,Organic Search,Desktop,470,397,1257,0.399,208.0,20.0,19722.47,0.0
2026-04-14,Email,Mobile,353,310,898,0.384,129.0,20.0,17565.72,427.16
2026-03-25,Referral,Tablet,149,116,419,0.4,188.0,4.0,2780.69,241.83
2026-05-04,Direct,Tablet,126,107,375,0.264,144.0,2.0,1806.96,0.0
2026-08-05,Paid Search,Mobile,644,577,1953,0.54,141.0,25.0,17960.95,6152.09
2026-02-14,Referral,Desktop,92,78,286,0.42,236.0,1.0,609.49,144.66
2026-01-26,Direct,Desktop,287,256,727,0.333,192.0,13.0,10683.46,0.0
2026-02-18,Referral,Desktop,206,172,624,0.398,176.0,4.0,2751.86,330.31
2026-11-20,Referral,Tablet,20,17,64,0.417,123.0,1.0,869.3,37.45
2026-08-27,Email,Tablet,51,45,142,0.304,143.0,3.0,2880.8,68.6
2026-10-02,Organic Search,Tablet,206,174,653,0.366,186.0,9.0,7863.87,0.0
2026-05-14,Social Media,Tablet,166,145,497,0.377,188.0,2.0,1251.69,476.08
2026-07-13,Direct,Tablet,107,89,358,0.392,206.0,6.0,6270.71,0.0
2026-02-14,Social Media,Mobile,310,276,969,0.505,118.0,4.0,2398.8,849.31
2026-01-20,Direct,Desktop,289,248,792,0.361,150.0,10.0,9435.57,0.0
2026-11-14,Paid Search,Mobile,378,331,1163,0.499,99.0,8.0,4477.01,3308.44
2026-03-01,Email,Tablet,62,54,172,0.321,201.0,2.0,1977.35,69.41
2026-05-06,Organic Search,Mobile,719,574,2413,0.344,140.0,14.0,8932.85,0.0
2026-01-09,Organic Search,Desktop,585,475,1844,0.376,185.0,20.0,12360.78,0.0
2026-01-22,Organic Search,Tablet,203,166,484,0.355,176.0,10.0,6455.27,0.0
2026-12-12,Social Media,Mobile,302,240,861,0.521,86.0,9.0,6517.44,823.22
2026-09-03,Email,Mobile,277,235,864,0.417,86.0,14.0,13693.57,365.78
2026-01-07,Direct,Mobile,345,284,748,0.445,112.0,14.0,13717.31,0.0
2026-08-18,Social Media,Mobile,419,343,1203,0.537,106.0,3.0,2360.41,1489.36
2026-01-24,Paid Search,Mobile,434,340,1361,0.525,144.0,7.0,5310.79,3852.75
2026-07-30,Direct,Desktop,397,314,1157,0.357,166.0,20.0,19980.49,0.0
2026-10-15,Organic Search,Desktop,556,495,1687,0.394,182.0,21.0,17409.01,0.0
2026-05-29,Organic Search,Tablet,246,216,613,0.423,188.0,9.0,6915.74,0.0
2026-12-20,Social Media,Mobile,291,260,830,0.588,133.0,5.0,3848.97,796.84
2026-03-28,Paid Search,Tablet,199,164,472,0.416,126.0,12.0,11707.46,1782.48
2026-01-31,Referral,Desktop,77,67,163,0.381,159.0,2.0,1510.3,134.34
2026-06-25,Direct,Mobile,408,328,1285,0.38,159.0,20.0,16834.5,0.0
2026-08-14,Email,Mobile,297,257,807,0.396,131.0,14.0,10200.35,380.85
2026-03-27,Referral,Desktop,134,117,296,0.36,187.0,4.0,2848.16,255.98
2026-09-23,Paid Search,Tablet,120,106,405,0.433,151.0,4.0,3869.74,1105.36
2026-12-09,Organic Search,Desktop,442,350,1316,0.407,192.0,14.0,13159.59,0.0
2026-12-25,Social Media,Tablet,135,105,429,0.443,146.0,3.0,1965.43,470.45
2026-11-30,Organic Search,Tablet,126,99,378,0.38,192.0,3.0,2157.6,0.0
2026-09-12,Referral,Desktop,177,141,396,0.427,181.0,5.0,3487.72,351.39
2026-11-11,Referral,Tablet,86,70,216,0.356,140.0,4.0,3095.75,162.11
2026-03-24,Direct,Desktop,371,328,1258,0.328,160.0,18.0,15121.68,0.0
2026-12-30,Organic Search,Tablet,228,186,532,0.358,154.0,5.0,4210.24,0.0
2026-09-05,Referral,Mobile,153,130,366,0.498,113.0,0.0,0.0,316.28
2026-10-06,Organic Search,Tablet,185,163,501,0.343,173.0,5.0,3606.73,0.0
2026-06-27,Social Media,Mobile,359,299,1056,0.562,159.0,3.0,1595.62,1226.76
2026-07-11,Paid Search,Mobile,419,375,1298,0.51,135.0,17.0,15283.51,3405.7
2026-05-27,Paid Search,Tablet,168,151,429,0.466,147.0,7.0,5314.13,1577.88
2026-08-23,Organic Search,Mobile,653,539,1685,0.377,93.0,14.0,12747.02,0.0
2026-08-30,Direct,Desktop,241,211,531,0.378,174.0,11.0,10729.34,0.0
2026-07-06,Organic Search,Tablet,244,190,714,0.415,105.0,13.0,9339.89,0.0
2026-06-05,Referral,Tablet,166,150,367,0.405,170.0,5.0,3974.21,295.5
2026-11-18,Paid Search,Tablet,81,66,174,0.415,184.0,1.0,863.45,666.96
2026-03-12,Social Media,Tablet,151,123,484,0.604,131.0,4.0,2179.78,462.06
2026-01-24,Organic Search,Desktop,500,412,1459,0.326,211.0,15.0,11207.24,0.0
2026-08-01,Organic Search,Desktop,504,442,1245,0.446,155.0,17.0,13339.46,0.0
2026-02-06,Social Media,Desktop,439,357,978,0.576,141.0,10.0,5830.95,1199.25
2026-04-26,Direct,Mobile,313,245,1014,0.367,128.0,7.0,6362.45,0.0
2026-05-16,Referral,Tablet,43,36,127,0.362,194.0,2.0,1474.44,81.51
2026-12-22,Organic Search,Mobile,625,560,1344,0.384,98.0,15.0,13481.07,0.0
2026-06-19,Referral,Mobile,245,217,552,0.405,140.0,6.0,3721.59,375.98
2026-12-18,Referral,Desktop,134,111,330,0.411,143.0,4.0,2895.18,231.1
2026-07-28,Email,Desktop,223,192,565,0.385,198.0,10.0,8904.81,244.77
2026-02-02,Direct,Mobile,309,258,684,0.376,139.0,10.0,12320.71,0.0
2026-09-30,Direct,Mobile,424,352,1340,0.383,142.0,13.0,12475.64,0.0
2026-03-27,Paid Search,Tablet,163,133,410,0.42,146.0,3.0,2402.4,1448.08
2026-09-21,Referral,Tablet,20,15,53,0.374,131.0,2.0,1322.22,30.92
2026-10-03,Paid Search,Desktop,327,274,911,0.486,173.0,12.0,9631.92,2765.34
2026-12-12,Email,Tablet,20,17,69,0.279,143.0,0.0,0.0,22.99
2026-06-16,Paid Search,Desktop,461,413,1233,0.454,188.0,18.0,14369.93,3516.71
2026-02-08,Referral,Tablet,125,103,292,0.36,167.0,0.0,0.0,204.43
2026-07-09,Paid Search,Tablet,147,114,370,0.449,131.0,3.0,2530.34,1145.0
2026-04-17,Email,Mobile,363,320,1021,0.364,140.0,24.0,20067.62,493.89
2026-07-30,Paid Search,Tablet,203,177,687,0.452,146.0,3.0,2582.16,1586.22
2026-05-24,Organic Search,Mobile,627,566,1709,0.408,75.0,20.0,16309.89,0.0
2026-05-12,Social Media,Tablet,152,132,500,0.56,162.0,2.0,1495.49,432.65
2026-12-18,Social Media,Mobile,396,323,1352,0.468,133.0,4.0,2020.47,1302.96
